tool,formula,variables,formula_id,output,time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || ([](q))))) && ([](((!p) || (<>(q))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q)))))))),#r#s#p#q,4947,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (G(q))))) & (G(((!p) | (F(q))))) & (((((r) & (F(s)))) | (F(((p) & (G(!q)))))))),#r#s#p#q,4947,SAT,0.03
all,(G(Fp3|F!p2)&(F(p0&p2)|(p0&F!p1&Fp1))&G(p1|!p3)&G(!p0|(!p2&GF!p1))),#r#s#p#q,4960,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && (((((r) && (<>(s)) && (<>(!s)))) || (<>(((r) && (p)))))) && ([](((<>(!p)) || (<>(q))))) && ([](((!r) || (((!p) && ([](<>(!s))))))))),#r#s#p#q,4960,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (((((r) & (F(s)) & (F(!s)))) | (F(((r) & (p)))))) & (G(((F(!p)) | (F(q))))) & (G(((!r) | (((!p) & (G(F(!s))))))))),#r#s#p#q,4960,SAT,0.03
all,(G(!p2|Fp3)&G(p1|!p3)&G(p2|G!p1)&((p0&Fp1)|F(p0&Xp2))),#r#s#p#q,4971,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((p) || ([](!s))))) && ([](((!p) || (<>(q))))) && (((((r) && (<>(s)))) || (<>(((r) && (X(p)))))))),#r#s#p#q,4971,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((p) | (G(!s))))) & (G(((!p) | (F(q))))) & (((((r) & (F(s)))) | (F(((r) & (X(p)))))))),#r#s#p#q,4971,SAT,0.03
all,(X((p0&Fp1)|F(p0&Xp2))&G(!p2|Fp3)&G(p1|!p3)&G(p2|G!p1)),#r#s#p#q,4973,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((p) || ([](!s))))) && ([](((!p) || (<>(q))))) && (X(((((r) && (<>(s)))) || (<>(((r) && (X(p))))))))),#r#s#p#q,4973,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((p) | (G(!s))))) & (G(((!p) | (F(q))))) & (X(((((r) & (F(s)))) | (F(((r) & (X(p))))))))),#r#s#p#q,4973,SAT,0.03
all,(G(!p2|Fp3)&(X(p2&G!p3)U((p2&G!p1)|F(p0&Fp1)))&G(p1|!p3)&G(p2|G!p1)),#r#s#p#q,4974,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((p) || ([](!s))))) && ([](((!p) || (<>(q))))) && (((X(((p) && ([](!q))))) U (((((p) && ([](!s)))) || (<>(((r) && (<>(s)))))))))),#r#s#p#q,4974,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((p) | (G(!s))))) & (G(((!p) | (F(q))))) & (((X(((p) & (G(!q))))) U (((((p) & (G(!s)))) | (F(((r) & (F(s)))))))))),#r#s#p#q,4974,SAT,0.03
all,(G(!p2|Fp3)&X((p2&G!p1)|(GFp1&Gp0))&G(p1|!p3)&G(p2|G!p1)),#r#s#p#q,4975,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((p) || ([](!s))))) && ([](((!p) || (<>(q))))) && (X(((((p) && ([](!s)))) || ((([](r)) && ([](<>(s))))))))),#r#s#p#q,4975,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((p) | (G(!s))))) & (G(((!p) | (F(q))))) & (X(((((p) & (G(!s)))) | (((G(r)) & (G(F(s))))))))),#r#s#p#q,4975,SAT,0.03
all,(G(!p2|Fp3)&(F(p0&p2)|(p0&FGp1&Fp1))&G(p1|!p3)&G(p2|G!p1)),#r#s#p#q,4977,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((p) || ([](!s))))) && ([](((!p) || (<>(q))))) && (((<>(((r) && (p)))) || (((r) && (<>(s)) && (<>([](s)))))))),#r#s#p#q,4977,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((p) | (G(!s))))) & (G(((!p) | (F(q))))) & (((F(((r) & (p)))) | (((r) & (F(s)) & (F(G(s)))))))),#r#s#p#q,4977,SAT,0.03
all,(G(!p2|Fp3)&(F(p0&p2)|(p0&F!p1&Fp1))&G(p1|!p3)&G(p2|G!p1)),#r#s#p#q,4979,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && (((((r) && (<>(s)) && (<>(!s)))) || (<>(((r) && (p)))))) && ([](((p) || ([](!s))))) && ([](((!p) || (<>(q)))))),#r#s#p#q,4979,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (((((r) & (F(s)) & (F(!s)))) | (F(((r) & (p)))))) & (G(((p) | (G(!s))))) & (G(((!p) | (F(q)))))),#r#s#p#q,4979,SAT,0.03
all,(G(!p2|Fp3)&(F(p0&p1)|F(p0&p2))&G(p1|!p3)&G(p2|G!p1)),#r#s#p#q,4981,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && (((<>(((r) && (s)))) || (<>(((r) && (p)))))) && ([](((p) || ([](!s))))) && ([](((!p) || (<>(q)))))),#r#s#p#q,4981,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (((F(((r) & (s)))) | (F(((r) & (p)))))) & (G(((p) | (G(!s))))) & (G(((!p) | (F(q)))))),#r#s#p#q,4981,SAT,0.03
all,((F(p0&Fp3)|F(p2&G!p3))&G(!p2|Fp3)&G(p1|!p3)&G(p2|G!p1)),#r#s#p#q,4982,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((p) || ([](!s))))) && ([](((!p) || (<>(q))))) && (((<>(((r) && (<>(q))))) || (<>(((p) && ([](!q)))))))),#r#s#p#q,4982,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((p) | (G(!s))))) & (G(((!p) | (F(q))))) & (((F(((r) & (F(q))))) | (F(((p) & (G(!q)))))))),#r#s#p#q,4982,SAT,0.03
all,(G(!p2|Fp3)&G(p1|!p3)&G(p2|G!p1)&(X(p2&G!p3)|F(p0&Fp1))),#r#s#p#q,4983,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((p) || ([](!s))))) && ([](((!p) || (<>(q))))) && (((<>(((r) && (<>(s))))) || (X(((p) && ([](!q)))))))),#r#s#p#q,4983,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((p) | (G(!s))))) & (G(((!p) | (F(q))))) & (((F(((r) & (F(s))))) | (X(((p) & (G(!q)))))))),#r#s#p#q,4983,SAT,0.03
all,(G(!p2|Fp3)&(F(p0&Fp1)|(p2&G!p3))&G(p1|!p3)&G(p2|G!p1)),#r#s#p#q,4984,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((p) || ([](!s))))) && ([](((!p) || (<>(q))))) && (((((p) && ([](!q)))) || (<>(((r) && (<>(s)))))))),#r#s#p#q,4984,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((p) | (G(!s))))) & (G(((!p) | (F(q))))) & (((((p) & (G(!q)))) | (F(((r) & (F(s)))))))),#r#s#p#q,4984,SAT,0.03
all,(G(!p2|Fp3)&((p0&Fp1)|F(p2&G!p3))&G(p1|!p3)&G(p2|G!p1)),#r#s#p#q,4985,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((p) || ([](!s))))) && ([](((!p) || (<>(q))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q)))))))),#r#s#p#q,4985,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((p) | (G(!s))))) & (G(((!p) | (F(q))))) & (((((r) & (F(s)))) | (F(((p) & (G(!q)))))))),#r#s#p#q,4985,SAT,0.03
all,(GFp3&G(!p0|G!p3)&Gp2),#r#s#p#q,5006,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](p)) && ([](<>(q))) && ([](((!r) || ([](!q)))))),#r#s#p#q,5006,UNSAT,0.03
NUSMV_v260,((G(p)) & (G(F(q))) & (G(((!r) | (G(!q)))))),#r#s#p#q,5006,SAT,0.02
all,(G(!p0|p2)&G(!p2|Fp3)&((p0&Fp1)|F(p2&G!p3))&G(p1|!p3)),#r#s#p#q,5025,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((!r) || (p)))) && ([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q)))))))),#r#s#p#q,5025,UNSAT,0.03
NUSMV_v260,((G(((!r) | (p)))) & (G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (((((r) & (F(s)))) | (F(((p) & (G(!q)))))))),#r#s#p#q,5025,SAT,0.03
all,(G(!p2|Fp3)&G(!p0|G!p3)&G(p1|!p3)&((p0&Fp1)|F(p0&Xp2))),#r#s#p#q,5030,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || ([](!q))))) && ([](((!p) || (<>(q))))) && (((((r) && (<>(s)))) || (<>(((r) && (X(p)))))))),#r#s#p#q,5030,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (G(!q))))) & (G(((!p) | (F(q))))) & (((((r) & (F(s)))) | (F(((r) & (X(p)))))))),#r#s#p#q,5030,SAT,0.03
all,(G(!p2|Fp3)&G(!p0|G!p3)&(F(p0&p2)|(p0&FGp1&Fp1))&G(p1|!p3)),#r#s#p#q,5036,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || ([](!q))))) && ([](((!p) || (<>(q))))) && (((<>(((r) && (p)))) || (((r) && (<>(s)) && (<>([](s)))))))),#r#s#p#q,5036,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (G(!q))))) & (G(((!p) | (F(q))))) & (((F(((r) & (p)))) | (((r) & (F(s)) & (F(G(s)))))))),#r#s#p#q,5036,SAT,0.03
all,(G(!p2|Fp3)&G(!p0|G!p3)&(F(p0&p2)|(p0&F!p1&Fp1))&G(p1|!p3)),#r#s#p#q,5038,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && (((((r) && (<>(s)) && (<>(!s)))) || (<>(((r) && (p)))))) && ([](((!r) || ([](!q))))) && ([](((!p) || (<>(q)))))),#r#s#p#q,5038,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (((((r) & (F(s)) & (F(!s)))) | (F(((r) & (p)))))) & (G(((!r) | (G(!q))))) & (G(((!p) | (F(q)))))),#r#s#p#q,5038,SAT,0.03
all,(G(!p0|G!p3)&G(!p2|Fp3)&((p0&Fp1)|F(p2&G!p3))&G(p1|!p3)),#r#s#p#q,5044,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || ([](!q))))) && ([](((!p) || (<>(q))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q)))))))),#r#s#p#q,5044,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (G(!q))))) & (G(((!p) | (F(q))))) & (((((r) & (F(s)))) | (F(((p) & (G(!q)))))))),#r#s#p#q,5044,SAT,0.03
all,(G(!p2|Fp3)&G(p1|!p3)&((p0&Fp1)|F(p0&Xp2))&G(!p0|GX!p3)),#r#s#p#q,5087,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && (((((r) && (<>(s)))) || (<>(((r) && (X(p))))))) && ([](((!r) || ([](X(!q))))))),#r#s#p#q,5087,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (((((r) & (F(s)))) | (F(((r) & (X(p))))))) & (G(((!r) | (G(X(!q))))))),#r#s#p#q,5087,SAT,0.03
all,(G(!p2|Fp3)&((p0&Fp1)|F(p2&G!p3))&G(p1|!p3)&G(!p0|GX!p3)),#r#s#p#q,5101,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q))))))) && ([](((!r) || ([](X(!q))))))),#r#s#p#q,5101,UNSAT,0.02
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (((((r) & (F(s)))) | (F(((p) & (G(!q))))))) & (G(((!r) | (G(X(!q))))))),#r#s#p#q,5101,SAT,0.02
all,(G(!p0|p2)&G(!p2|Fp3)&((p0&Fp1)|F(p2&G!p3))&G(p1|!p3)),#r#s#p#q,5177,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((!r) || (p)))) && ([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q)))))))),#r#s#p#q,5177,UNSAT,0.03
NUSMV_v260,((G(((!r) | (p)))) & (G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (((((r) & (F(s)))) | (F(((p) & (G(!q)))))))),#r#s#p#q,5177,SAT,0.04
all,(G(!p2|Fp3)&G(!p0|G!p3)&G(p1|!p3)&((p0&Fp1)|F(p0&Xp2))),#r#s#p#q,5201,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || ([](!q))))) && ([](((!p) || (<>(q))))) && (((((r) && (<>(s)))) || (<>(((r) && (X(p)))))))),#r#s#p#q,5201,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (G(!q))))) & (G(((!p) | (F(q))))) & (((((r) & (F(s)))) | (F(((r) & (X(p)))))))),#r#s#p#q,5201,SAT,0.03
all,(G(!p2|Fp3)&G(!p0|G!p3)&(F(p0&p2)|(p0&FGp1&Fp1))&G(p1|!p3)),#r#s#p#q,5207,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || ([](!q))))) && ([](((!p) || (<>(q))))) && (((<>(((r) && (p)))) || (((r) && (<>(s)) && (<>([](s)))))))),#r#s#p#q,5207,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (G(!q))))) & (G(((!p) | (F(q))))) & (((F(((r) & (p)))) | (((r) & (F(s)) & (F(G(s)))))))),#r#s#p#q,5207,SAT,0.05
all,(G(!p2|Fp3)&G(!p0|G!p3)&(F(p0&p2)|(p0&F!p1&Fp1))&G(p1|!p3)),#r#s#p#q,5209,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && (((((r) && (<>(s)) && (<>(!s)))) || (<>(((r) && (p)))))) && ([](((!r) || ([](!q))))) && ([](((!p) || (<>(q)))))),#r#s#p#q,5209,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (((((r) & (F(s)) & (F(!s)))) | (F(((r) & (p)))))) & (G(((!r) | (G(!q))))) & (G(((!p) | (F(q)))))),#r#s#p#q,5209,SAT,0.02
all,(G(!p0|G!p3)&G(!p2|Fp3)&((p0&Fp1)|F(p2&G!p3))&G(p1|!p3)),#r#s#p#q,5215,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || ([](!q))))) && ([](((!p) || (<>(q))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q)))))))),#r#s#p#q,5215,UNSAT,0.02
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (G(!q))))) & (G(((!p) | (F(q))))) & (((((r) & (F(s)))) | (F(((p) & (G(!q)))))))),#r#s#p#q,5215,SAT,0.05
all,(G(!p2|Fp3)&((p0&Fp1)|F(p2&G!p3))&G(!p0|GX(!p0|!p3))&G(p1|!p3)),#r#s#p#q,5234,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q))))))) && ([](((!r) || ([](X(((!r) || (!q))))))))),#r#s#p#q,5234,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (((((r) & (F(s)))) | (F(((p) & (G(!q))))))) & (G(((!r) | (G(X(((!r) | (!q))))))))),#r#s#p#q,5234,SAT,0.03
all,(G(!p0|p2)&((p0&Fp1)|F(p2&G!p3))&G(p1|!p3)&G(!p2|FGp3)),#r#s#p#q,5272,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((!r) || (p)))) && ([](((s) || (!q)))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q))))))) && ([](((!p) || (<>([](q))))))),#r#s#p#q,5272,UNSAT,0.03
NUSMV_v260,((G(((!r) | (p)))) & (G(((s) | (!q)))) & (((((r) & (F(s)))) | (F(((p) & (G(!q))))))) & (G(((!p) | (F(G(q))))))),#r#s#p#q,5272,SAT,0.03
all,(G(!p2|Fp3)&((p0&Fp1)|F(p2&G!p3))&G(!p0|Gp2)&G(p1|!p3)),#r#s#p#q,5310,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || ([](p))))) && ([](((!p) || (<>(q))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q)))))))),#r#s#p#q,5310,UNSAT,0.04
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (G(p))))) & (G(((!p) | (F(q))))) & (((((r) & (F(s)))) | (F(((p) & (G(!q)))))))),#r#s#p#q,5310,SAT,0.04
all,(G((p0&!p2)|Fp3)&G(!p0|G!p3)&G(p1|!p3)&((p0&Fp1)|F(p0&Xp2))),#r#s#p#q,5315,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || ([](!q))))) && ([](((((r) && (!p))) || (<>(q))))) && (((((r) && (<>(s)))) || (<>(((r) && (X(p)))))))),#r#s#p#q,5315,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (G(!q))))) & (G(((((r) & (!p))) | (F(q))))) & (((((r) & (F(s)))) | (F(((r) & (X(p)))))))),#r#s#p#q,5315,SAT,0.04
all,(X((p0&Fp1)|F(p0&Xp2))&G((p0&!p2)|Fp3)&G(!p0|G!p3)&G(p1|!p3)),#r#s#p#q,5317,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || ([](!q))))) && ([](((((r) && (!p))) || (<>(q))))) && (X(((((r) && (<>(s)))) || (<>(((r) && (X(p))))))))),#r#s#p#q,5317,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (G(!q))))) & (G(((((r) & (!p))) | (F(q))))) & (X(((((r) & (F(s)))) | (F(((r) & (X(p))))))))),#r#s#p#q,5317,SAT,0.02
all,(G((p0&!p2)|Fp3)&X((p2&G!p1)|(GFp1&Gp0))&G(!p0|G!p3)&G(p1|!p3)),#r#s#p#q,5319,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || ([](!q))))) && ([](((((r) && (!p))) || (<>(q))))) && (X(((((p) && ([](!s)))) || ((([](r)) && ([](<>(s))))))))),#r#s#p#q,5319,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (G(!q))))) & (G(((((r) & (!p))) | (F(q))))) & (X(((((p) & (G(!s)))) | (((G(r)) & (G(F(s))))))))),#r#s#p#q,5319,SAT,0.02
all,(G((p0&!p2)|Fp3)&G(!p0|G!p3)&(F(p0&p2)|(p0&FGp1&Fp1))&G(p1|!p3)),#r#s#p#q,5321,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || ([](!q))))) && ([](((((r) && (!p))) || (<>(q))))) && (((<>(((r) && (p)))) || (((r) && (<>(s)) && (<>([](s)))))))),#r#s#p#q,5321,UNSAT,0.05
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (G(!q))))) & (G(((((r) & (!p))) | (F(q))))) & (((F(((r) & (p)))) | (((r) & (F(s)) & (F(G(s)))))))),#r#s#p#q,5321,SAT,0.03
all,(G((p0&!p2)|Fp3)&G(!p0|G!p3)&(F(p0&p2)|(p0&F!p1&Fp1))&G(p1|!p3)),#r#s#p#q,5323,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && (((((r) && (<>(s)) && (<>(!s)))) || (<>(((r) && (p)))))) && ([](((!r) || ([](!q))))) && ([](((((r) && (!p))) || (<>(q)))))),#r#s#p#q,5323,UNSAT,0.05
NUSMV_v260,((G(((s) | (!q)))) & (((((r) & (F(s)) & (F(!s)))) | (F(((r) & (p)))))) & (G(((!r) | (G(!q))))) & (G(((((r) & (!p))) | (F(q)))))),#r#s#p#q,5323,SAT,0.05
all,(G(!p0|G!p3)&G((p0&!p2)|Fp3)&((p0&Fp1)|F(p2&G!p3))&G(p1|!p3)),#r#s#p#q,5329,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || ([](!q))))) && ([](((((r) && (!p))) || (<>(q))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q)))))))),#r#s#p#q,5329,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (G(!q))))) & (G(((((r) & (!p))) | (F(q))))) & (((((r) & (F(s)))) | (F(((p) & (G(!q)))))))),#r#s#p#q,5329,SAT,0.03
all,(G(!p0|(!p2&G(!p1|p0)))&G(!p2|Fp3)&(F(p0&p2)|(p0&FGp1&Fp1))&G(p1|!p3)),#r#s#p#q,5378,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && (((<>(((r) && (p)))) || (((r) && (<>(s)) && (<>([](s))))))) && ([](((!r) || (((!p) && ([](((r) || (!s)))))))))),#r#s#p#q,5378,UNSAT,0.04
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (((F(((r) & (p)))) | (((r) & (F(s)) & (F(G(s))))))) & (G(((!r) | (((!p) & (G(((r) | (!s)))))))))),#r#s#p#q,5378,SAT,0.05
all,(G(!p0|(!p2&G(!p1|p0)))&G(!p2|Fp3)&(F(p0&p2)|(p0&F!p1&Fp1))&G(p1|!p3)),#r#s#p#q,5380,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && (((((r) && (<>(s)) && (<>(!s)))) || (<>(((r) && (p)))))) && ([](((!p) || (<>(q))))) && ([](((!r) || (((!p) && ([](((r) || (!s)))))))))),#r#s#p#q,5380,UNSAT,0.04
NUSMV_v260,((G(((s) | (!q)))) & (((((r) & (F(s)) & (F(!s)))) | (F(((r) & (p)))))) & (G(((!p) | (F(q))))) & (G(((!r) | (((!p) & (G(((r) | (!s)))))))))),#r#s#p#q,5380,SAT,0.04
all,(G(!p0|(!p2&G(!p1|p0)))&G(!p2|Fp3)&((p0&Fp1)|F(p2&G!p3))&G(p1|!p3)),#r#s#p#q,5386,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q))))))) && ([](((!r) || (((!p) && ([](((r) || (!s)))))))))),#r#s#p#q,5386,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (((((r) & (F(s)))) | (F(((p) & (G(!q))))))) & (G(((!r) | (((!p) & (G(((r) | (!s)))))))))),#r#s#p#q,5386,SAT,0.04
all,(G(XG!p1|!p0|p2)&G(!p2|Fp3)&((p0&Fp1)|F(p2&G!p3))&G(p1|!p3)),#r#s#p#q,5405,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q))))))) && ([](((!r) || (p) || (X([](!s))))))),#r#s#p#q,5405,UNSAT,0.11
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (((((r) & (F(s)))) | (F(((p) & (G(!q))))))) & (G(((!r) | (p) | (X(G(!s))))))),#r#s#p#q,5405,SAT,0.03
all,(G(!p0|p2)&G(!p2|Fp3)&((p0&Fp1)|F(p2&G!p3))&G(p1|!p3)),#r#s#p#q,5424,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((!r) || (p)))) && ([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q)))))))),#r#s#p#q,5424,UNSAT,0.03
NUSMV_v260,((G(((!r) | (p)))) & (G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (((((r) & (F(s)))) | (F(((p) & (G(!q)))))))),#r#s#p#q,5424,SAT,0.03
all,(G(!p2|Fp3)&((p0&Fp1)|F(p2&G!p3))&G(p1|!p3)&G(Gp3|!p0|!p1)),#r#s#p#q,5443,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && ([](((!r) || (!s) || ([](q))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q)))))))),#r#s#p#q,5443,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (G(((!r) | (!s) | (G(q))))) & (((((r) & (F(s)))) | (F(((p) & (G(!q)))))))),#r#s#p#q,5443,SAT,0.05
all,(G(!p2|Fp3)&((p0&Fp1)|F(p2&G!p3))&G(p1|!p3)&G(G!p1|!p0|p2)),#r#s#p#q,5481,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && ([](((!r) || (p) || ([](!s))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q)))))))),#r#s#p#q,5481,UNSAT,0.02
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (G(((!r) | (p) | (G(!s))))) & (((((r) & (F(s)))) | (F(((p) & (G(!q)))))))),#r#s#p#q,5481,SAT,0.02
all,(G(!p0|(p1&!p2)|!p3)&G(p1|!p3)&G(!p0|G(!p1|p3))&((p0&Fp1)|F(p2&G!p3))&G(!p2|Fp3)),#r#s#p#q,5576,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && ([](((!r) || (!q) || (((s) && (!p)))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q))))))) && ([](((!r) || ([](((!s) || (q)))))))),#r#s#p#q,5576,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (G(((!r) | (!q) | (((s) & (!p)))))) & (((((r) & (F(s)))) | (F(((p) & (G(!q))))))) & (G(((!r) | (G(((!s) | (q)))))))),#r#s#p#q,5576,SAT,0.03
all,(G(!p0|G!p3)&G(p1|!p3)&G(XFp3|!p2)&((p0&Fp1)|F(p0&Xp2))),#r#s#p#q,5619,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || ([](!q))))) && (((((r) && (<>(s)))) || (<>(((r) && (X(p))))))) && ([](((!p) || (X(<>(q))))))),#r#s#p#q,5619,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (G(!q))))) & (((((r) & (F(s)))) | (F(((r) & (X(p))))))) & (G(((!p) | (X(F(q))))))),#r#s#p#q,5619,SAT,0.03
all,((F(p0&p2)|(p0&FGp1&Fp1))&G(!p0|G!p3)&G(p1|!p3)&G(XFp3|!p2)),#r#s#p#q,5625,DIFF-SAT-UNSAT,no-time
