tool,formula,variables,formula_id,output,time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || ([](!q))))) && (((((r) && (<>(s)))) || (<>(((r) && (X(p))))))) && ([](((!p) || (<>(X(q))))))),#r#s#p#q,1384,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (G(!q))))) & (((((r) & (F(s)))) | (F(((r) & (X(p))))))) & (G(((!p) | (F(X(q))))))),#r#s#p#q,1384,SAT,0.03
all,((F(p0&p2)|(p0&FGp1&Fp1))&G(!p0|G!p3)&G(p1|!p3)&G(FXp3|!p2)),#r#s#p#q,1390,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || ([](!q))))) && (((<>(((r) && (p)))) || (((r) && (<>(s)) && (<>([](s))))))) && ([](((!p) || (<>(X(q))))))),#r#s#p#q,1390,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (G(!q))))) & (((F(((r) & (p)))) | (((r) & (F(s)) & (F(G(s))))))) & (G(((!p) | (F(X(q))))))),#r#s#p#q,1390,SAT,0.03
all,((F(p0&p2)|(p0&F!p1&Fp1))&G(!p0|G!p3)&G(p1|!p3)&G(FXp3|!p2)),#r#s#p#q,1392,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && (((((r) && (<>(s)) && (<>(!s)))) || (<>(((r) && (p)))))) && ([](((!r) || ([](!q))))) && ([](((!p) || (<>(X(q))))))),#r#s#p#q,1392,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (((((r) & (F(s)) & (F(!s)))) | (F(((r) & (p)))))) & (G(((!r) | (G(!q))))) & (G(((!p) | (F(X(q))))))),#r#s#p#q,1392,SAT,0.03
all,(G(!p0|G!p3)&((p0&Fp1)|F(p2&G!p3))&G(p1|!p3)&G(FXp3|!p2)),#r#s#p#q,1398,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!r) || ([](!q))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q))))))) && ([](((!p) || (<>(X(q))))))),#r#s#p#q,1398,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!r) | (G(!q))))) & (((((r) & (F(s)))) | (F(((p) & (G(!q))))))) & (G(((!p) | (F(X(q))))))),#r#s#p#q,1398,SAT,0.03
all,(G(!p2|Fp3)&G(p1|!p3)&(p2|G(!p0|(G!p1&Gp0)))&((p0&Fp1)|F(p0&Xp2))),#r#s#p#q,1403,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && (((((r) && (<>(s)))) || (<>(((r) && (X(p))))))) && (((p) || ([](((!r) || ((([](r)) && ([](!s)))))))))),#r#s#p#q,1403,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (((((r) & (F(s)))) | (F(((r) & (X(p))))))) & (((p) | (G(((!r) | (((G(r)) & (G(!s)))))))))),#r#s#p#q,1403,SAT,0.03
all,(X((p0&Fp1)|F(p0&Xp2))&G(!p2|Fp3)&G(p1|!p3)&(p2|G(!p0|(G!p1&Gp0)))),#r#s#p#q,1405,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && (((p) || ([](((!r) || ((([](r)) && ([](!s))))))))) && (X(((((r) && (<>(s)))) || (<>(((r) && (X(p))))))))),#r#s#p#q,1405,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (((p) | (G(((!r) | (((G(r)) & (G(!s))))))))) & (X(((((r) & (F(s)))) | (F(((r) & (X(p))))))))),#r#s#p#q,1405,SAT,0.03
all,(G(!p2|Fp3)&(X(p2&G!p3)U((p2&G!p1)|F(p0&Fp1)))&G(p1|!p3)&(p2|G(!p0|(G!p1&Gp0)))),#r#s#p#q,1406,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && (((p) || ([](((!r) || ((([](r)) && ([](!s))))))))) && (((X(((p) && ([](!q))))) U (((((p) && ([](!s)))) || (<>(((r) && (<>(s)))))))))),#r#s#p#q,1406,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (((p) | (G(((!r) | (((G(r)) & (G(!s))))))))) & (((X(((p) & (G(!q))))) U (((((p) & (G(!s)))) | (F(((r) & (F(s)))))))))),#r#s#p#q,1406,SAT,0.03
all,(G(!p2|Fp3)&X((p2&G!p1)|(GFp1&Gp0))&G(p1|!p3)&(p2|G(!p0|(G!p1&Gp0)))),#r#s#p#q,1407,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && (((p) || ([](((!r) || ((([](r)) && ([](!s))))))))) && (X(((((p) && ([](!s)))) || ((([](r)) && ([](<>(s))))))))),#r#s#p#q,1407,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (((p) | (G(((!r) | (((G(r)) & (G(!s))))))))) & (X(((((p) & (G(!s)))) | (((G(r)) & (G(F(s))))))))),#r#s#p#q,1407,SAT,0.03
all,(G(!p2|Fp3)&(F(p0&p2)|(p0&FGp1&Fp1))&G(p1|!p3)&(p2|G(!p0|(G!p1&Gp0)))),#r#s#p#q,1409,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && (((<>(((r) && (p)))) || (((r) && (<>(s)) && (<>([](s))))))) && (((p) || ([](((!r) || ((([](r)) && ([](!s)))))))))),#r#s#p#q,1409,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (((F(((r) & (p)))) | (((r) & (F(s)) & (F(G(s))))))) & (((p) | (G(((!r) | (((G(r)) & (G(!s)))))))))),#r#s#p#q,1409,SAT,0.03
all,(G(!p2|Fp3)&(F(p0&p2)|(p0&F!p1&Fp1))&G(p1|!p3)&(p2|G(!p0|(G!p1&Gp0)))),#r#s#p#q,1411,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && (((((r) && (<>(s)) && (<>(!s)))) || (<>(((r) && (p)))))) && ([](((!p) || (<>(q))))) && (((p) || ([](((!r) || ((([](r)) && ([](!s)))))))))),#r#s#p#q,1411,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (((((r) & (F(s)) & (F(!s)))) | (F(((r) & (p)))))) & (G(((!p) | (F(q))))) & (((p) | (G(((!r) | (((G(r)) & (G(!s)))))))))),#r#s#p#q,1411,SAT,0.03
all,(G(!p2|Fp3)&(F(p0&p1)|F(p0&p2))&G(p1|!p3)&(p2|G(!p0|(G!p1&Gp0)))),#r#s#p#q,1413,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && (((<>(((r) && (s)))) || (<>(((r) && (p)))))) && ([](((!p) || (<>(q))))) && (((p) || ([](((!r) || ((([](r)) && ([](!s)))))))))),#r#s#p#q,1413,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (((F(((r) & (s)))) | (F(((r) & (p)))))) & (G(((!p) | (F(q))))) & (((p) | (G(((!r) | (((G(r)) & (G(!s)))))))))),#r#s#p#q,1413,SAT,0.03
all,((F(p0&Fp3)|F(p2&G!p3))&G(!p2|Fp3)&G(p1|!p3)&(p2|G(!p0|(G!p1&Gp0)))),#r#s#p#q,1414,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && (((<>(((r) && (<>(q))))) || (<>(((p) && ([](!q))))))) && (((p) || ([](((!r) || ((([](r)) && ([](!s)))))))))),#r#s#p#q,1414,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (((F(((r) & (F(q))))) | (F(((p) & (G(!q))))))) & (((p) | (G(((!r) | (((G(r)) & (G(!s)))))))))),#r#s#p#q,1414,SAT,0.03
all,(G(!p2|Fp3)&(X(p2&G!p3)|F(p0&Fp1))&G(p1|!p3)&(p2|G(!p0|(G!p1&Gp0)))),#r#s#p#q,1415,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && (((<>(((r) && (<>(s))))) || (X(((p) && ([](!q))))))) && (((p) || ([](((!r) || ((([](r)) && ([](!s)))))))))),#r#s#p#q,1415,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (((F(((r) & (F(s))))) | (X(((p) & (G(!q))))))) & (((p) | (G(((!r) | (((G(r)) & (G(!s)))))))))),#r#s#p#q,1415,SAT,0.03
all,(G(!p2|Fp3)&(F(p0&Fp1)|(p2&G!p3))&G(p1|!p3)&(p2|G(!p0|(G!p1&Gp0)))),#r#s#p#q,1416,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && (((((p) && ([](!q)))) || (<>(((r) && (<>(s))))))) && (((p) || ([](((!r) || ((([](r)) && ([](!s)))))))))),#r#s#p#q,1416,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (((((p) & (G(!q)))) | (F(((r) & (F(s))))))) & (((p) | (G(((!r) | (((G(r)) & (G(!s)))))))))),#r#s#p#q,1416,SAT,0.03
all,(G(!p2|Fp3)&((p0&Fp1)|F(p2&G!p3))&G(p1|!p3)&(p2|G(!p0|(G!p1&Gp0)))),#r#s#p#q,1417,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q))))))) && (((p) || ([](((!r) || ((([](r)) && ([](!s)))))))))),#r#s#p#q,1417,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (((((r) & (F(s)))) | (F(((p) & (G(!q))))))) & (((p) | (G(((!r) | (((G(r)) & (G(!s)))))))))),#r#s#p#q,1417,SAT,0.03
all,(G!p2&G(!p2|Fp3)&G(p1|!p3)&((p0&Fp1)|F(p0&Xp2))),#r#s#p#q,1422,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](!p)) && ([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && (((((r) && (<>(s)))) || (<>(((r) && (X(p)))))))),#r#s#p#q,1422,UNSAT,0.03
NUSMV_v260,((G(!p)) & (G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (((((r) & (F(s)))) | (F(((r) & (X(p)))))))),#r#s#p#q,1422,SAT,0.03
all,(G!p2&G(!p2|Fp3)&(F(p0&p2)|(p0&FGp1&Fp1))&G(p1|!p3)),#r#s#p#q,1428,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](!p)) && ([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && (((<>(((r) && (p)))) || (((r) && (<>(s)) && (<>([](s)))))))),#r#s#p#q,1428,UNSAT,0.03
NUSMV_v260,((G(!p)) & (G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (((F(((r) & (p)))) | (((r) & (F(s)) & (F(G(s)))))))),#r#s#p#q,1428,SAT,0.03
all,(G!p2&G(!p2|Fp3)&(F(p0&p2)|(p0&F!p1&Fp1))&G(p1|!p3)),#r#s#p#q,1430,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](!p)) && ([](((s) || (!q)))) && (((((r) && (<>(s)) && (<>(!s)))) || (<>(((r) && (p)))))) && ([](((!p) || (<>(q)))))),#r#s#p#q,1430,UNSAT,0.03
NUSMV_v260,((G(!p)) & (G(((s) | (!q)))) & (((((r) & (F(s)) & (F(!s)))) | (F(((r) & (p)))))) & (G(((!p) | (F(q)))))),#r#s#p#q,1430,SAT,0.03
all,(G!p2&G(!p2|Fp3)&(((p0&Xp1)W(G!p3&G(p2|G!p3)&p2))WGF(p0&p2))&G(p1|!p3)),#r#s#p#q,1431,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](!p)) && ([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && ((([]((((([](r)) && ([](X(s))))) || (((((r) && (X(s)))) U (((p) && ([](!q)) && ([](((p) || ([](!q)))))))))))) || ((((((([](r)) && ([](X(s))))) || (((((r) && (X(s)))) U (((p) && ([](!q)) && ([](((p) || ([](!q))))))))))) U ([](<>(((r) && (p)))))))))),#r#s#p#q,1431,UNSAT,0.03
NUSMV_v260,((G(!p)) & (G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (((G(((((G(r)) & (G(X(s))))) | (((((r) & (X(s)))) U (((p) & (G(!q)) & (G(((p) | (G(!q)))))))))))) | (((((((G(r)) & (G(X(s))))) | (((((r) & (X(s)))) U (((p) & (G(!q)) & (G(((p) | (G(!q))))))))))) U (G(F(((r) & (p)))))))))),#r#s#p#q,1431,SAT,0.03
all,(G!p2&G(!p2|Fp3)&((p0&Fp1)|F(p2&G!p3))&G(p1|!p3)),#r#s#p#q,1436,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](!p)) && ([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q)))))))),#r#s#p#q,1436,UNSAT,0.03
NUSMV_v260,((G(!p)) & (G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (((((r) & (F(s)))) | (F(((p) & (G(!q)))))))),#r#s#p#q,1436,SAT,0.03
all,(G(!p2|Fp3)&G(p1|!p3)&G(G!p1U!p2)&((p0&Fp1)|F(p0&Xp2))),#r#s#p#q,1441,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && ([]((([](!s)) U (!p)))) && (((((r) && (<>(s)))) || (<>(((r) && (X(p)))))))),#r#s#p#q,1441,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (G(((G(!s)) U (!p)))) & (((((r) & (F(s)))) | (F(((r) & (X(p)))))))),#r#s#p#q,1441,SAT,0.02
all,(G(!p2|Fp3)&(F(p0&p2)|(p0&FGp1&Fp1))&G(p1|!p3)&G(G!p1U!p2)),#r#s#p#q,1447,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && ([]((([](!s)) U (!p)))) && (((<>(((r) && (p)))) || (((r) && (<>(s)) && (<>([](s)))))))),#r#s#p#q,1447,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (G(((G(!s)) U (!p)))) & (((F(((r) & (p)))) | (((r) & (F(s)) & (F(G(s)))))))),#r#s#p#q,1447,SAT,0.03
all,(G(!p2|Fp3)&(F(p0&p2)|(p0&F!p1&Fp1))&G(p1|!p3)&G(G!p1U!p2)),#r#s#p#q,1449,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && (((((r) && (<>(s)) && (<>(!s)))) || (<>(((r) && (p)))))) && ([](((!p) || (<>(q))))) && ([]((([](!s)) U (!p))))),#r#s#p#q,1449,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (((((r) & (F(s)) & (F(!s)))) | (F(((r) & (p)))))) & (G(((!p) | (F(q))))) & (G(((G(!s)) U (!p))))),#r#s#p#q,1449,SAT,0.03
all,(G(!p2|Fp3)&((p0&Fp1)|F(p2&G!p3))&G(p1|!p3)&G(G!p1U!p2)),#r#s#p#q,1455,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && ([]((([](!s)) U (!p)))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q)))))))),#r#s#p#q,1455,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (G(((G(!s)) U (!p)))) & (((((r) & (F(s)))) | (F(((p) & (G(!q)))))))),#r#s#p#q,1455,SAT,0.02
all,(G(!p2|Fp3)&G(p1|!p3)&G(p2|G!p1)&((p0&Fp1)|F(p0&Xp2))),#r#s#p#q,1460,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((p) || ([](!s))))) && ([](((!p) || (<>(q))))) && (((((r) && (<>(s)))) || (<>(((r) && (X(p)))))))),#r#s#p#q,1460,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((p) | (G(!s))))) & (G(((!p) | (F(q))))) & (((((r) & (F(s)))) | (F(((r) & (X(p)))))))),#r#s#p#q,1460,SAT,0.03
all,(X((p0&Fp1)|F(p0&Xp2))&G(!p2|Fp3)&G(p1|!p3)&G(p2|G!p1)),#r#s#p#q,1462,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((p) || ([](!s))))) && ([](((!p) || (<>(q))))) && (X(((((r) && (<>(s)))) || (<>(((r) && (X(p))))))))),#r#s#p#q,1462,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((p) | (G(!s))))) & (G(((!p) | (F(q))))) & (X(((((r) & (F(s)))) | (F(((r) & (X(p))))))))),#r#s#p#q,1462,SAT,0.03
all,(G(!p2|Fp3)&(X(p2&G!p3)U((p2&G!p1)|F(p0&Fp1)))&G(p1|!p3)&G(p2|G!p1)),#r#s#p#q,1463,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((p) || ([](!s))))) && ([](((!p) || (<>(q))))) && (((X(((p) && ([](!q))))) U (((((p) && ([](!s)))) || (<>(((r) && (<>(s)))))))))),#r#s#p#q,1463,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((p) | (G(!s))))) & (G(((!p) | (F(q))))) & (((X(((p) & (G(!q))))) U (((((p) & (G(!s)))) | (F(((r) & (F(s)))))))))),#r#s#p#q,1463,SAT,0.03
all,(G(!p2|Fp3)&X((p2&G!p1)|(GFp1&Gp0))&G(p1|!p3)&G(p2|G!p1)),#r#s#p#q,1464,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((p) || ([](!s))))) && ([](((!p) || (<>(q))))) && (X(((((p) && ([](!s)))) || ((([](r)) && ([](<>(s))))))))),#r#s#p#q,1464,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((p) | (G(!s))))) & (G(((!p) | (F(q))))) & (X(((((p) & (G(!s)))) | (((G(r)) & (G(F(s))))))))),#r#s#p#q,1464,SAT,0.02
all,(G(!p2|Fp3)&(F(p0&p2)|(p0&FGp1&Fp1))&G(p1|!p3)&G(p2|G!p1)),#r#s#p#q,1466,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((p) || ([](!s))))) && ([](((!p) || (<>(q))))) && (((<>(((r) && (p)))) || (((r) && (<>(s)) && (<>([](s)))))))),#r#s#p#q,1466,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((p) | (G(!s))))) & (G(((!p) | (F(q))))) & (((F(((r) & (p)))) | (((r) & (F(s)) & (F(G(s)))))))),#r#s#p#q,1466,SAT,0.03
all,(G(!p2|Fp3)&(F(p0&p2)|(p0&F!p1&Fp1))&G(p1|!p3)&G(p2|G!p1)),#r#s#p#q,1468,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && (((((r) && (<>(s)) && (<>(!s)))) || (<>(((r) && (p)))))) && ([](((p) || ([](!s))))) && ([](((!p) || (<>(q)))))),#r#s#p#q,1468,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (((((r) & (F(s)) & (F(!s)))) | (F(((r) & (p)))))) & (G(((p) | (G(!s))))) & (G(((!p) | (F(q)))))),#r#s#p#q,1468,SAT,0.03
all,(G(!p2|Fp3)&(F(p0&p1)|F(p0&p2))&G(p1|!p3)&G(p2|G!p1)),#r#s#p#q,1470,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && (((<>(((r) && (s)))) || (<>(((r) && (p)))))) && ([](((p) || ([](!s))))) && ([](((!p) || (<>(q)))))),#r#s#p#q,1470,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (((F(((r) & (s)))) | (F(((r) & (p)))))) & (G(((p) | (G(!s))))) & (G(((!p) | (F(q)))))),#r#s#p#q,1470,SAT,0.03
all,((F(p0&Fp3)|F(p2&G!p3))&G(!p2|Fp3)&G(p1|!p3)&G(p2|G!p1)),#r#s#p#q,1471,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((p) || ([](!s))))) && ([](((!p) || (<>(q))))) && (((<>(((r) && (<>(q))))) || (<>(((p) && ([](!q)))))))),#r#s#p#q,1471,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((p) | (G(!s))))) & (G(((!p) | (F(q))))) & (((F(((r) & (F(q))))) | (F(((p) & (G(!q)))))))),#r#s#p#q,1471,SAT,0.02
all,(G(!p2|Fp3)&G(p1|!p3)&G(p2|G!p1)&(X(p2&G!p3)|F(p0&Fp1))),#r#s#p#q,1472,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((p) || ([](!s))))) && ([](((!p) || (<>(q))))) && (((<>(((r) && (<>(s))))) || (X(((p) && ([](!q)))))))),#r#s#p#q,1472,UNSAT,0.02
NUSMV_v260,((G(((s) | (!q)))) & (G(((p) | (G(!s))))) & (G(((!p) | (F(q))))) & (((F(((r) & (F(s))))) | (X(((p) & (G(!q)))))))),#r#s#p#q,1472,SAT,0.03
all,(G(!p2|Fp3)&(F(p0&Fp1)|(p2&G!p3))&G(p1|!p3)&G(p2|G!p1)),#r#s#p#q,1473,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((p) || ([](!s))))) && ([](((!p) || (<>(q))))) && (((((p) && ([](!q)))) || (<>(((r) && (<>(s)))))))),#r#s#p#q,1473,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((p) | (G(!s))))) & (G(((!p) | (F(q))))) & (((((p) & (G(!q)))) | (F(((r) & (F(s)))))))),#r#s#p#q,1473,SAT,0.03
all,(G(!p2|Fp3)&((p0&Fp1)|F(p2&G!p3))&G(p1|!p3)&G(p2|G!p1)),#r#s#p#q,1474,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((p) || ([](!s))))) && ([](((!p) || (<>(q))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q)))))))),#r#s#p#q,1474,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((p) | (G(!s))))) & (G(((!p) | (F(q))))) & (((((r) & (F(s)))) | (F(((p) & (G(!q)))))))),#r#s#p#q,1474,SAT,0.03
all,(G(!p0|p2)&((p0&Fp1)|F(p2&G!p3))&G(p1|!p3)&G(!p2|GFp3)),#r#s#p#q,1493,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((!r) || (p)))) && ([](((s) || (!q)))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q))))))) && ([](((!p) || ([](<>(q))))))),#r#s#p#q,1493,UNSAT,0.03
NUSMV_v260,((G(((!r) | (p)))) & (G(((s) | (!q)))) & (((((r) & (F(s)))) | (F(((p) & (G(!q))))))) & (G(((!p) | (G(F(q))))))),#r#s#p#q,1493,SAT,0.03
all,(G(!p2|Fp3)&((p0&Fp1)|F(p2&G!p3))&G(!p0|(G!p1U!p2))&G(p1|!p3)),#r#s#p#q,1512,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || (<>(q))))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q))))))) && ([](((!r) || ((([](!s)) U (!p))))))),#r#s#p#q,1512,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (F(q))))) & (((((r) & (F(s)))) | (F(((p) & (G(!q))))))) & (G(((!r) | (((G(!s)) U (!p))))))),#r#s#p#q,1512,SAT,0.03
all,(G(p1|!p3)&G(!p0|(!p2&G!p1))&G(!p2|(!p1Wp3))&((Fp2&p0)|GF(p0&Fp1))),#r#s#p#q,1516,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || ([](!s)) || (((!s) U (q)))))) && ([](((!r) || (((!p) && ([](!s))))))) && (((((r) && (<>(p)))) || ([](<>(((r) && (<>(s))))))))),#r#s#p#q,1516,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (G(!s)) | (((!s) U (q)))))) & (G(((!r) | (((!p) & (G(!s))))))) & (((((r) & (F(p)))) | (G(F(((r) & (F(s))))))))),#r#s#p#q,1516,SAT,0.03
all,(G(p1|!p3)&(F(p0&Fp1)|(p2&G!p3))&G(!p0|(!p2&G!p1))&G(!p2|(!p1Wp3))),#r#s#p#q,1530,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || ([](!s)) || (((!s) U (q)))))) && (((((p) && ([](!q)))) || (<>(((r) && (<>(s))))))) && ([](((!r) || (((!p) && ([](!s)))))))),#r#s#p#q,1530,UNSAT,0.02
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (G(!s)) | (((!s) U (q)))))) & (((((p) & (G(!q)))) | (F(((r) & (F(s))))))) & (G(((!r) | (((!p) & (G(!s)))))))),#r#s#p#q,1530,SAT,0.03
all,(G(!p2|(p2Wp3))&G(p1|!p3)&G(G!p1U!p2)&((p0&Fp1)|F(p0&Xp2))),#r#s#p#q,1558,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || ([](p)) || (((p) U (q)))))) && ([]((([](!s)) U (!p)))) && (((((r) && (<>(s)))) || (<>(((r) && (X(p)))))))),#r#s#p#q,1558,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (G(p)) | (((p) U (q)))))) & (G(((G(!s)) U (!p)))) & (((((r) & (F(s)))) | (F(((r) & (X(p)))))))),#r#s#p#q,1558,SAT,0.03
all,(G(!p2|(p2Wp3))&(F(p0&p2)|(p0&FGp1&Fp1))&G(p1|!p3)&G(G!p1U!p2)),#r#s#p#q,1564,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || ([](p)) || (((p) U (q)))))) && ([]((([](!s)) U (!p)))) && (((<>(((r) && (p)))) || (((r) && (<>(s)) && (<>([](s)))))))),#r#s#p#q,1564,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (G(p)) | (((p) U (q)))))) & (G(((G(!s)) U (!p)))) & (((F(((r) & (p)))) | (((r) & (F(s)) & (F(G(s)))))))),#r#s#p#q,1564,SAT,0.03
all,(G(!p2|(p2Wp3))&((p0&Fp1)|F(p2&G!p3))&G(p1|!p3)&G(G!p1U!p2)),#r#s#p#q,1572,DIFF-SAT-UNSAT,no-time
SPIN_v651,(([](((s) || (!q)))) && ([](((!p) || ([](p)) || (((p) U (q)))))) && ([]((([](!s)) U (!p)))) && (((((r) && (<>(s)))) || (<>(((p) && ([](!q)))))))),#r#s#p#q,1572,UNSAT,0.03
NUSMV_v260,((G(((s) | (!q)))) & (G(((!p) | (G(p)) | (((p) U (q)))))) & (G(((G(!s)) U (!p)))) & (((((r) & (F(s)))) | (F(((p) & (G(!q)))))))),#r#s#p#q,1572,SAT,0.03
all,(G!p2&G(p1|!p3)&G(G!p1|!p0|p3)&((p0&Fp1)|F(p0&Xp2))),#r#s#p#q,1577,DIFF-SAT-UNSAT,no-time
